taxonkey	ISO2	ISO3
2977819	BR	BRA
2977819	CO	COL
2977819	GY	GUY
2977819	VE	VEN
7272454	CN	CHN
7272454	MN	MNG
5599251	CN	CHN
5599251	JP	JPN
5599251	TW	TWN
3941021	ID	IDN
3941021	IN	IND
3941021	KH	KHM
3941021	LA	LAO
3941021	LK	LKA
3941021	PK	PAK
3941021	VN	VNM
3940931	BT	BTN
3940931	CN	CHN
3940931	ID	IDN
3940931	IN	IND
3940931	KH	KHM
3940931	LA	LAO
3940931	MM	MMR
3940931	MY	MYS
3940931	NP	NPL
3940931	PK	PAK
3940931	PH	PHL
3940931	TH	THA
3940931	VN	VNM
3940858	AU	AUS
3940858	ER	ERI
3940858	IN	IND
3940858	KE	KEN
3940858	LK	LKA
3940858	MG	MDG
3940858	MZ	MOZ
3940858	MY	MYS
3940858	NE	NER
3940858	NG	NGA
3940858	PK	PAK
3940858	SD	SDN
3940858	SO	SOM
3940858	TD	TCD
3940858	TZ	TZA
3940858	UG	UGA
3940858	ZM	ZMB
3152706	BT	BTN
3152706	CN	CHN
3152706	ID	IDN
3152706	IN	IND
3152706	MM	MMR
3152706	MY	MYS
3152706	NP	NPL
3152706	PK	PAK
3152706	PH	PHL
3152706	PG	PNG
3152706	TH	THA
6712761	BT	BTN
6712761	CN	CHN
6712761	ID	IDN
6712761	IN	IND
6712761	MM	MMR
6712761	MY	MYS
6712761	NP	NPL
6712761	PK	PAK
6712761	PH	PHL
6712761	TH	THA
6712761	TW	TWN
8010473	ID	IDN
8010473	IN	IND
8010473	PH	PHL
8010473	PG	PNG
8312665	AU	AUS
8312665	BD	BGD
8312665	CN	CHN
8312665	ID	IDN
8312665	IN	IND
8312665	KH	KHM
8312665	LA	LAO
8312665	LK	LKA
8312665	MY	MYS
8312665	PH	PHL
8312665	PG	PNG
8312665	TH	THA
8312665	TW	TWN
8312665	VN	VNM
8224382	AU	AUS
8224382	ID	IDN
7279653	CN	CHN
7279653	IN	IND
7279653	KH	KHM
7279653	LA	LAO
7279653	MM	MMR
7279653	TH	THA
3940733	AU	AUS
3940733	CN	CHN
3940733	ID	IDN
3940733	IN	IND
3933326	IN	IND
2685484	AL	ALB
2685484	AT	AUT
2685484	BG	BGR
2685484	BA	BIH
2685484	CH	CHE
2685484	CZ	CZE
2685484	DE	DEU
2685484	ES	ESP
2685484	FR	FRA
2685484	GR	GRC
2685484	HR	HRV
2685484	HU	HUN
2685484	IT	ITA
2685484	MK	MKD
2685484	ME	MNE
2685484	PL	POL
2685484	RO	ROU
2685484	RS	SRB
2685484	SK	SVK
2685484	SI	SVN
2685484	UA	UKR
2685524	CA	CAN
2685524	US	USA
2685383	CA	CAN
2685383	US	USA
2685326	GR	GRC
2685580	MX	MEX
2685580	US	USA
2685414	JP	JPN
2685318	US	USA
2685361	CA	CAN
2685361	US	USA
2685663	JP	JPN
2685313	CA	CAN
2685313	US	USA
9082743	US	USA
9060190	CN	CHN
9060190	RU	RUS
2685552	GE	GEO
2685552	TR	TUR
2685546	DZ	DZA
2685683	AF	AFG
2685683	CN	CHN
2685683	IN	IND
2685683	NP	NPL
2685683	PK	PAK
2685464	ES	ESP
2685464	MA	MAR
2685308	US	USA
2685527	MX	MEX
2685437	JP	JPN
2685437	RU	RUS
2685654	CN	CHN
2685654	KZ	KAZ
2685654	KG	KGZ
2685654	RU	RUS
2685619	AF	AFG
2685619	CN	CHN
2685619	IN	IND
2685619	NP	NPL
2685400	JP	JPN
5547677	AU	AUS
5547677	BT	BTN
5547677	CN	CHN
5547677	FM	FSM
5547677	ID	IDN
5547677	IN	IND
5547677	MM	MMR
5547677	MY	MYS
5547677	NP	NPL
5547677	PH	PHL
5547677	TH	THA
5547677	VN	VNM
5634252	CN	CHN
5634223	CN	CHN
5634223	MM	MMR
5634223	TH	THA
5634223	VN	VNM
5348711	AU	AUS
5348711	BD	BGD
5348711	BW	BWA
5348711	CN	CHN
5348711	FJ	FJI
5348711	FM	FSM
5348711	ID	IDN
5348711	IN	IND
5348711	KE	KEN
5348711	KH	KHM
5348711	LA	LAO
5348711	LK	LKA
5348711	MG	MDG
5348711	MM	MMR
5348711	MU	MUS
5348711	MY	MYS
5348711	NA	NAM
5348711	NE	NER
5348711	PK	PAK
5348711	PH	PHL
5348711	PG	PNG
5348711	PF	PYF
5348711	RW	RWA
5348711	SD	SDN
5348711	SZ	SWZ
5348711	SC	SYC
5348711	TG	TGO
5348711	TH	THA
5348711	TW	TWN
5348711	TZ	TZA
5348711	UG	UGA
5348711	VN	VNM
5348711	ZA	ZAF
5611695	BW	BWA
5611695	KE	KEN
5611695	MG	MDG
5611695	MU	MUS
5611695	NA	NAM
5611695	NE	NER
5611695	RW	RWA
5611695	SD	SDN
5611695	SZ	SWZ
5611695	SC	SYC
5611695	TG	TGO
5611695	TZ	TZA
5611695	UG	UGA
5611695	ZA	ZAF
3152634	AF	AFG
3152634	AU	AUS
3152634	BT	BTN
3152634	CN	CHN
3152634	ID	IDN
3152634	IN	IND
3152634	IL	ISR
3152634	JO	JOR
3152634	JP	JPN
3152634	LK	LKA
3152634	MG	MDG
3152634	MM	MMR
3152634	MU	MUS
3152634	MY	MYS
3152634	NP	NPL
3152634	PK	PAK
3152634	SC	SYC
3152634	TH	THA
3152634	TW	TWN
3152632	AR	ARG
3152632	BR	BRA
3152632	PY	PRY
3152632	UY	URY
3152614	AF	AFG
3152614	AM	ARM
3152614	AZ	AZE
3152614	BG	BGR
3152614	BA	BIH
3152614	DZ	DZA
3152614	EG	EGY
3152614	GE	GEO
3152614	GR	GRC
3152614	HR	HRV
3152614	IR	IRN
3152614	IT	ITA
3152614	KZ	KAZ
3152614	KG	KGZ
3152614	ME	MNE
3152614	PK	PAK
3152614	RO	ROU
3152614	RU	RUS
3152614	TJ	TJK
3152614	TM	TKM
3152614	TR	TUR
3152614	UZ	UZB
2979180	AU	AUS
2978547	AU	AUS
2979331	AU	AUS
2979454	AU	AUS
2981001	AU	AUS
2981001	ID	IDN
2981001	PG	PNG
2981303	AU	AUS
2978269	AU	AUS
2980690	AU	AUS
3978854	AU	AUS
2979488	AU	AUS
2978750	AU	AUS
2978466	PH	PHL
2978914	AU	AUS
2979506	AU	AUS
2979506	ID	IDN
2979506	PG	PNG
2980425	AU	AUS
2979474	AU	AUS
2979699	AU	AUS
2979778	AU	AUS
2981101	AU	AUS
7302727	AU	AUS
3978207	AU	AUS
7302728	AU	AUS
2979927	AU	AUS
2973176	AU	AUS
2980066	AU	AUS
2980354	AU	AUS
2979641	RE	REU
2979232	AU	AUS
2980514	US	USA
2980592	AU	AUS
2978730	AU	AUS
2979091	AU	AUS
2979775	AU	AUS
2979000	AU	AUS
2979057	AU	AUS
3975725	AU	AUS
3975725	ID	IDN
3975725	PG	PNG
2981159	AU	AUS
2979494	AU	AUS
3974955	ID	IDN
3974955	PG	PNG
2979014	AU	AUS
2978612	AU	AUS
2978604	AU	AUS
2978552	AU	AUS
2979375	AU	AUS
2979105	AU	AUS
2981071	AR	ARG
2981071	BO	BOL
2981071	CO	COL
2981071	CR	CRI
2981071	EC	ECU
2981071	GT	GTM
2981071	HN	HND
2981071	MX	MEX
2981071	NI	NIC
2981071	PA	PAN
2981071	PE	PER
2981071	SV	SLV
2981071	US	USA
2981071	VE	VEN
3794870	AN	ANT
3794870	BB	BRB
3794870	GP	GLP
3794870	MS	MSR
3794870	MQ	MTQ
3794870	VC	VCT
3794870	VE	VEN
7942884	NZ	NZL
5371172	AU	AUS
5370697	AR	ARG
5370697	CL	CHL
5370688	NZ	NZL
5371108	AR	ARG
5370755	AU	AUS
5370755	NZ	NZL
5371158	AU	AUS
5370801	NZ	NZL
3056733	BZ	BLZ
3056733	BO	BOL
3056733	BR	BRA
3056733	CO	COL
3056733	CR	CRI
3056733	DM	DMA
3056733	EC	ECU
3056733	GP	GLP
3056733	GT	GTM
3056733	GF	GUF
3056733	GY	GUY
3056733	HN	HND
3056733	LC	LCA
3056733	MX	MEX
3056733	MQ	MTQ
3056733	NI	NIC
3056733	PA	PAN
3056733	PE	PER
3056733	SV	SLV
3056733	SR	SUR
3056733	TT	TTO
3056733	VE	VEN
3056623	BI	BDI
3056623	ET	ETH
3056623	IN	IND
3056623	KE	KEN
3056623	LK	LKA
3056623	MM	MMR
3056623	MZ	MOZ
3056623	MW	MWI
3056623	NA	NAM
3056623	RW	RWA
3056623	SD	SDN
3056623	SO	SOM
3056623	TZ	TZA
3056623	UG	UGA
3056623	YE	YEM
3056297	AR	ARG
3056297	BO	BOL
3056297	PY	PRY
3056375	PG	PNG
3056259	AO	AGO
3056259	BJ	BEN
3056259	BF	BFA
3056259	BW	BWA
3056259	ET	ETH
3056259	GH	GHA
3056259	GN	GIN
3056259	GM	GMB
3056259	GW	GNB
3056259	ID	IDN
3056259	IN	IND
3056259	KE	KEN
3056259	LR	LBR
3056259	LK	LKA
3056259	MG	MDG
3056259	MM	MMR
3056259	MZ	MOZ
3056259	MR	MRT
3056259	MU	MUS
3056259	MW	MWI
3056259	MY	MYS
3056259	NA	NAM
3056259	NE	NER
3056259	PK	PAK
3056259	PH	PHL
3056259	PG	PNG
3056259	RE	REU
3056259	SN	SEN
3056259	SL	SLE
3056259	SO	SOM
3056259	SZ	SWZ
3056259	TG	TGO
3056259	TH	THA
3056259	TW	TWN
3056259	TZ	TZA
3056259	UG	UGA
3056259	ZA	ZAF
3056259	CD	COD
3056259	ZM	ZMB
3056259	ZW	ZWE
3056384	CA	CAN
3056384	US	USA
3056042	CN	CHN
3056042	ID	IDN
3056042	LA	LAO
3056042	MM	MMR
3056042	MY	MYS
3056042	TH	THA
3056042	VN	VNM
3056055	US	USA
3084455	AN	ANT
3084455	BZ	BLZ
3084455	CR	CRI
3084455	CU	CUB
3084455	DM	DMA
3084455	GP	GLP
3084455	GD	GRD
3084455	GT	GTM
3084455	HN	HND
3084455	LC	LCA
3084455	MX	MEX
3084455	MQ	MTQ
3084455	NI	NIC
3084455	PA	PAN
3084455	SV	SLV
3084455	TT	TTO
3084455	US	USA
3084455	VE	VEN
4090128	AM	ARM
4090128	TR	TUR
4089793	IQ	IRQ
4089793	SY	SYR
4089793	TR	TUR
2738443	MU	MUS
2738443	RE	REU
8327014	AO	AGO
8327014	NA	NAM
3100364	AR	ARG
3100364	BO	BOL
3100364	BR	BRA
3100364	CO	COL
3100364	GD	GRD
3100364	GF	GUF
3100364	GY	GUY
3100364	MQ	MTQ
3100364	PY	PRY
3100364	SR	SUR
3100364	UY	URY
3100364	VC	VCT
3100364	VE	VEN
3100375	AR	ARG
3100375	BO	BOL
3100375	BR	BRA
3100375	CO	COL
3100375	CR	CRI
3100375	DO	DOM
3100375	GT	GTM
3100375	GF	GUF
3100375	GY	GUY
3100375	HN	HND
3100375	NI	NIC
3100375	PE	PER
3100375	PR	PRI
3100375	PY	PRY
3100375	SV	SLV
3100375	SR	SUR
3100375	UY	URY
3100375	VE	VEN
3142611	AR	ARG
3142611	BO	BOL
3142611	BR	BRA
3142611	UY	URY
5415455	DZ	DZA
5415455	ES	ESP
5415455	FR	FRA
5415455	HR	HRV
5415455	IT	ITA
5415455	MA	MAR
5415455	MT	MLT
5415455	SY	SYR
5415455	TN	TUN
5415453	AL	ALB
5415453	BG	BGR
5415453	DZ	DZA
5415453	GR	GRC
5415453	HR	HRV
5415453	IT	ITA
5415453	TR	TUR
5415452	IL	ISR
5415452	LB	LBN
5415452	SY	SYR
5415452	TR	TUR
5418629	AR	ARG
5418629	BR	BRA
5418629	PY	PRY
5418629	UY	URY
7100404	CN	CHN
7100404	TW	TWN
3189863	AL	ALB
3189863	AM	ARM
3189863	AT	AUT
3189863	AZ	AZE
3189863	BE	BEL
3189863	BG	BGR
3189863	CH	CHE
3189863	DE	DEU
3189863	DK	DNK
3189863	DZ	DZA
3189863	ES	ESP
3189863	FR	FRA
3189863	GB	GBR
3189863	GE	GEO
3189863	GR	GRC
3189863	HU	HUN
3189863	IR	IRN
3189863	IT	ITA
3189863	MD	MDA
3189863	NL	NLD
3189863	PL	POL
3189863	PT	PRT
3189863	RO	ROU
3189863	RU	RUS
3189863	SE	SWE
3189863	TN	TUN
3189863	TR	TUR
3189863	UA	UKR
7495204	JP	JPN
7262908	AM	ARM
7262908	AZ	AZE
7262908	BT	BTN
7262908	CN	CHN
7262908	GE	GEO
7262908	IN	IND
7262908	IR	IRN
7262908	NP	NPL
7262908	PK	PAK
7262908	TR	TUR
3768602	JP	JPN
3189884	CA	CAN
3189884	US	USA
7877018	JP	JPN
3768050	JP	JPN
7262943	CN	CHN
3189844	US	USA
3768452	CN	CHN
7263050	AL	ALB
7263050	BG	BGR
7263050	GR	GRC
7508088	AM	ARM
7508088	AZ	AZE
7508088	GE	GEO
7508088	RU	RUS
7508088	TR	TUR
8010851	JP	JPN
3189835	CA	CAN
3189835	US	USA
7263103	CN	CHN
7263103	KP	PRK
3768422	CN	CHN
3768422	JP	JPN
3189866	CA	CAN
3189866	GT	GTM
3189866	MX	MEX
3189866	US	USA
7262960	BT	BTN
7262960	CN	CHN
7262960	IN	IND
7262960	JP	JPN
7262960	MM	MMR
7262960	NP	NPL
7262960	PK	PAK
7912328	JP	JPN
7912328	KR	KOR
3189836	CA	CAN
3189836	US	USA
3189846	AF	AFG
3189846	AL	ALB
3189846	AM	ARM
3189846	AT	AUT
3189846	AZ	AZE
3189846	BE	BEL
3189846	BG	BGR
3189846	BY	BLR
3189846	CH	CHE
3189846	DE	DEU
3189846	ES	ESP
3189846	EE	EST
3189846	FI	FIN
3189846	FR	FRA
3189846	GE	GEO
3189846	GR	GRC
3189846	HU	HUN
3189846	IR	IRN
3189846	IT	ITA
3189846	KG	KGZ
3189846	LT	LTU
3189846	LV	LVA
3189846	NO	NOR
3189846	PL	POL
3189846	RO	ROU
3189846	RU	RUS
3189846	SE	SWE
3189846	TJ	TJK
3189846	UA	UKR
3189870	AL	ALB
3189870	AT	AUT
3189870	BG	BGR
3189870	BY	BLR
3189870	CH	CHE
3189870	DE	DEU
3189870	DK	DNK
3189870	ES	ESP
3189870	FR	FRA
3189870	GE	GEO
3189870	GR	GRC
3189870	HU	HUN
3189870	IT	ITA
3189870	MD	MDA
3189870	PL	POL
3189870	PT	PRT
3189870	RO	ROU
3189870	UA	UKR
3189883	CA	CAN
3189883	US	USA
7263145	JP	JPN
3189837	CA	CAN
3189837	US	USA
3189855	CA	CAN
3189855	US	USA
7262942	CA	CAN
7262942	US	USA
7263086	JP	JPN
7263080	JP	JPN
3189848	CA	CAN
3189848	US	USA
4925890	CN	CHN
4925890	MN	MNG
4925890	KP	PRK
7262910	AM	ARM
7262910	AT	AUT
7262910	AZ	AZE
7262910	GE	GEO
7262910	HU	HUN
7262910	RO	ROU
7262910	TR	TUR
7262910	UA	UKR
7263031	CN	CHN
7263012	CN	CHN
7263012	RU	RUS
7574829	AZ	AZE
7574829	IR	IRN
8982317	AL	ALB
8982317	BG	BGR
8982317	BA	BIH
8982317	GR	GRC
8982317	ME	MNE
8982317	RS	SRB
3120391	ES	ESP
3120391	FR	FRA
3120391	HR	HRV
3120391	IT	ITA
3120391	MA	MAR
3120391	PT	PRT
3120223	CA	CAN
3120223	CN	CHN
3120223	JP	JPN
3120223	MN	MNG
3120223	NP	NPL
3120223	RU	RUS
3120223	US	USA
3120117	AL	ALB
3120117	AT	AUT
3120117	BA	BIH
3120117	CH	CHE
3120117	DE	DEU
3120117	HR	HRV
3120117	IT	ITA
3120117	ME	MNE
3120117	RS	SRB
3120117	SI	SVN
3120016	AL	ALB
3120016	BG	BGR
3120016	GR	GRC
3120016	MK	MKD
3120016	RO	ROU
3120016	RS	SRB
3120016	TR	TUR
4216472	AT	AUT
4216472	CH	CHE
4216472	FR	FRA
4216472	IT	ITA
3120284	AF	AFG
3120284	AM	ARM
3120284	AZ	AZE
3120284	GE	GEO
3120284	IR	IRN
3120284	IQ	IRQ
3120284	KG	KGZ
3120284	TJ	TJK
3120284	TR	TUR
8977252	EG	EGY
8977252	IL	ISR
8977252	JO	JOR
8977252	LB	LBN
8977252	SA	SAU
8977252	SY	SYR
9221087	AF	AFG
9221087	AL	ALB
9221087	AM	ARM
9221087	AT	AUT
9221087	AZ	AZE
9221087	BE	BEL
9221087	BG	BGR
9221087	BA	BIH
9221087	BY	BLR
9221087	CA	CAN
9221087	CH	CHE
9221087	CZ	CZE
9221087	DE	DEU
9221087	DK	DNK
9221087	ES	ESP
9221087	EE	EST
9221087	FI	FIN
9221087	FR	FRA
9221087	FO	FRO
9221087	GB	GBR
9221087	GE	GEO
9221087	GR	GRC
9221087	GT	GTM
9221087	HN	HND
9221087	HR	HRV
9221087	HU	HUN
9221087	IN	IND
9221087	IE	IRL
9221087	IR	IRN
9221087	IT	ITA
9221087	KZ	KAZ
9221087	KG	KGZ
9221087	LT	LTU
9221087	LV	LVA
9221087	MX	MEX
9221087	MK	MKD
9221087	ME	MNE
9221087	MN	MNG
9221087	NL	NLD
9221087	NO	NOR
9221087	PK	PAK
9221087	PL	POL
9221087	PT	PRT
9221087	RO	ROU
9221087	RU	RUS
9221087	RS	SRB
9221087	SK	SVK
9221087	SI	SVN
9221087	SE	SWE
9221087	TR	TUR
9221087	UA	UKR
9221087	US	USA
3120333	AT	AUT
3120333	BE	BEL
3120333	BA	BIH
3120333	BY	BLR
3120333	CH	CHE
3120333	CZ	CZE
3120333	DE	DEU
3120333	DK	DNK
3120333	ES	ESP
3120333	EE	EST
3120333	FI	FIN
3120333	FR	FRA
3120333	FO	FRO
3120333	GB	GBR
3120333	HR	HRV
3120333	HU	HUN
3120333	IE	IRL
3120333	IT	ITA
3120333	LT	LTU
3120333	LV	LVA
3120333	ME	MNE
3120333	NL	NLD
3120333	NO	NOR
3120333	PL	POL
3120333	RO	ROU
3120333	SK	SVK
3120333	SI	SVN
3120333	SE	SWE
3120333	UA	UKR
3120236	GR	GRC
5589977	CR	CRI
5589977	GT	GTM
5589977	HN	HND
5589977	MX	MEX
5589977	PA	PAN
5589891	BZ	BLZ
5589891	CO	COL
5589891	CR	CRI
5589891	GT	GTM
5589891	HN	HND
5589891	MX	MEX
5589891	NI	NIC
6365250	CO	COL
6365250	CR	CRI
6365250	GT	GTM
6365250	HN	HND
6365250	MX	MEX
6365250	NI	NIC
6365250	PA	PAN
6365250	SV	SLV
4142353	AF	AFG
4142353	BT	BTN
4142353	CN	CHN
4142353	IN	IND
4142353	NP	NPL
4142353	PK	PAK
2703427	CA	CAN
2703427	US	USA
8213996	US	USA
4141675	CA	CAN
4141675	US	USA
4270451	US	USA
2703438	MX	MEX
2703438	US	USA
4141276	AF	AFG
4141276	CN	CHN
4141276	KZ	KAZ
4141276	KG	KGZ
4141276	MN	MNG
4141276	NP	NPL
4141276	PK	PAK
4141276	RU	RUS
4141276	UZ	UZB
3085168	AF	AFG
3085168	AU	AUS
3085168	BO	BOL
3085168	BB	BRB
3085168	BT	BTN
3085168	CN	CHN
3085168	CI	CIV
3085168	CM	CMR
3085168	CO	COL
3085168	CR	CRI
3085168	DM	DMA
3085168	DZ	DZA
3085168	EC	ECU
3085168	EG	EGY
3085168	ES	ESP
3085168	GD	GRD
3085168	GT	GTM
3085168	GF	GUF
3085168	GY	GUY
3085168	HN	HND
3085168	ID	IDN
3085168	IN	IND
3085168	IR	IRN
3085168	IT	ITA
3085168	JO	JOR
3085168	KE	KEN
3085168	KH	KHM
3085168	LA	LAO
3085168	LB	LBN
3085168	LC	LCA
3085168	LK	LKA
3085168	MA	MAR
3085168	MX	MEX
3085168	MM	MMR
3085168	MY	MYS
3085168	NG	NGA
3085168	NI	NIC
3085168	NP	NPL
3085168	PK	PAK
3085168	PE	PER
3085168	SD	SDN
3085168	SN	SEN
3085168	SL	SLE
3085168	SV	SLV
3085168	SR	SUR
3085168	SY	SYR
3085168	TH	THA
3085168	TN	TUN
3085168	TW	TWN
3085168	TZ	TZA
3085168	UG	UGA
3085168	VC	VCT
3085168	VN	VNM
3085175	BT	BTN
3085175	CN	CHN
3085175	CM	CMR
3085175	GQ	GNQ
3085175	ID	IDN
3085175	IN	IND
3085175	JP	JPN
3085175	LA	LAO
3085175	LK	LKA
3085175	MM	MMR
3085175	MY	MYS
3085175	NG	NGA
3085175	NP	NPL
3085175	PK	PAK
3085175	PH	PHL
3085175	PG	PNG
3085175	RU	RUS
3085175	SB	SLB
3085175	TH	THA
3085175	TW	TWN
3085175	VN	VNM
8406100	JP	JPN
3085172	JP	JPN
7323683	CN	CHN
7323683	JP	JPN
7323683	TW	TWN
3139534	AR	ARG
3139534	BO	BOL
3139534	BR	BRA
3139534	CO	COL
3139534	EC	ECU
3139534	GY	GUY
3139534	PE	PER
3139534	PY	PRY
3139534	UY	URY
3139534	VE	VEN
5380358	JM	JAM
2984895	BR	BRA
5326565	DZ	DZA
5326565	ES	ESP
5326565	IT	ITA
5326565	MA	MAR
5326565	PT	PRT
5326565	TN	TUN
5386744	CN	CHN
5386744	ID	IDN
5386744	IN	IND
5386744	LK	LKA
5386744	MM	MMR
5386744	NP	NPL
5386744	PH	PHL
5386744	TH	THA
5386744	VN	VNM
2732163	BS	BHS
2732163	BZ	BLZ
2732163	CO	COL
2732163	CR	CRI
2732163	CU	CUB
2732163	GT	GTM
2732163	HN	HND
2732163	MX	MEX
2732163	NI	NIC
2732163	US	USA
3619612	MW	MWI
3619612	TZ	TZA
7934175	MZ	MOZ
7934175	ZA	ZAF
3619546	KE	KEN
3619546	MZ	MOZ
3619546	MW	MWI
3619546	SZ	SWZ
3619546	TZ	TZA
3619546	ZA	ZAF
3619546	CD	COD
3619546	ZM	ZMB
3619546	ZW	ZWE
3619502	SZ	SWZ
3619502	ZA	ZAF
3619502	ZW	ZWE
7576345	DJ	DJI
7576345	ER	ERI
7576345	ET	ETH
7576345	KE	KEN
7576345	RW	RWA
7576345	SO	SOM
7576345	TZ	TZA
7576345	UG	UGA
7576345	YE	YEM
7576345	CD	COD
3033670	AT	AUT
3033670	AZ	AZE
3033670	BA	BIH
3033670	CH	CHE
3033670	CZ	CZE
3033670	ES	ESP
3033670	FR	FRA
3033670	GE	GEO
3033670	HR	HRV
3033670	HU	HUN
3033670	IT	ITA
3033670	KZ	KAZ
3033670	ME	MNE
3033670	RO	ROU
3033670	RU	RUS
3033670	RS	SRB
3033670	SK	SVK
3033670	SI	SVN
3033670	UA	UKR
3926898	BT	BTN
3926898	IN	IND
3926898	NP	NPL
3926850	CN	CHN
8244887	CN	CHN
7466729	CN	CHN
3033668	CA	CAN
3033668	US	USA
8121969	CN	CHN
8121969	RU	RUS
3925507	IN	IND
3033681	BT	BTN
3033681	IN	IND
3033681	NP	NPL
3033674	CN	CHN
3033674	RU	RUS
7277247	CN	CHN
7277244	CN	CHN
7358931	IN	IND
7358931	NP	NPL
7358931	PK	PAK
6710373	CN	CHN
7277127	CN	CHN
7277127	KP	PRK
7277127	RU	RUS
7226686	BY	BLR
7226686	CN	CHN
7226686	FI	FIN
7226686	KZ	KAZ
7226686	KG	KGZ
7226686	MN	MNG
7226686	NO	NOR
7226686	RU	RUS
7226686	SE	SWE
7226686	UA	UKR
8907399	AT	AUT
8907399	BE	BEL
8907399	BG	BGR
8907399	BA	BIH
8907399	CH	CHE
8907399	CZ	CZE
8907399	DE	DEU
8907399	FR	FRA
8907399	HR	HRV
8907399	HU	HUN
8907399	IT	ITA
8907399	PL	POL
8907399	RO	ROU
8907399	RS	SRB
8907399	SK	SVK
8907399	SI	SVN
3033667	RU	RUS
3033667	US	USA
7276938	CN	CHN
3033665	AT	AUT
3033665	BE	BEL
3033665	BA	BIH
3033665	CH	CHE
3033665	CZ	CZE
3033665	DE	DEU
3033665	ES	ESP
3033665	FR	FRA
3033665	GB	GBR
3033665	HR	HRV
3033665	IT	ITA
3033665	PL	POL
3033665	RO	ROU
3033665	RS	SRB
3033665	SK	SVK
3033665	SI	SVN
3033665	UA	UKR
3922014	CN	CHN
3033671	US	USA
3920874	CN	CHN
8090449	AT	AUT
8090449	BG	BGR
8090449	BY	BLR
8090449	CH	CHE
8090449	CZ	CZE
8090449	DE	DEU
8090449	ES	ESP
8090449	FR	FRA
8090449	GR	GRC
8090449	HR	HRV
8090449	HU	HUN
8090449	IT	ITA
8090449	PL	POL
8090449	SK	SVK
8090449	SI	SVN
8090449	TR	TUR
8090449	UA	UKR
3930629	CN	CHN
2873769	AF	AFG
2873769	AM	ARM
2873769	AZ	AZE
2873769	BD	BGD
2873769	BT	BTN
2873769	CN	CHN
2873769	GE	GEO
2873769	ID	IDN
2873769	IN	IND
2873769	IR	IRN
2873769	JP	JPN
2873769	LK	LKA
2873769	MN	MNG
2873769	NP	NPL
2873769	PK	PAK
2873769	RU	RUS
2873769	TH	THA
2873769	TR	TUR
2873769	VN	VNM
2873807	CN	CHN
2873807	IN	IND
2873807	JP	JPN
2873807	MM	MMR
2873807	PH	PHL
2873807	TW	TWN
5353870	BT	BTN
5353870	CN	CHN
5353870	ID	IDN
5353870	IN	IND
5353870	LA	LAO
5353870	MM	MMR
5353870	NP	NPL
5353870	TH	THA
2705723	BF	BFA
2705723	CF	CAF
2705723	CI	CIV
2705723	CM	CMR
2705723	GH	GHA
2705723	GN	GIN
2705723	GM	GMB
2705723	GW	GNB
2705723	LR	LBR
2705723	ML	MLI
2705723	NG	NGA
2705723	SD	SDN
2705723	SN	SEN
2705723	SL	SLE
2705723	TG	TGO
2705723	TZ	TZA
2705723	UG	UGA
2705723	CD	COD
2705725	AO	AGO
2705725	BW	BWA
2705725	ET	ETH
2705725	KE	KEN
2705725	MZ	MOZ
2705725	MW	MWI
2705725	NA	NAM
2705725	TZ	TZA
2705725	UG	UGA
2705725	ZA	ZAF
2705725	CD	COD
2705725	ZM	ZMB
2705725	ZW	ZWE
4139637	AO	AGO
4139637	AR	ARG
4139637	BZ	BLZ
4139637	BO	BOL
4139637	BR	BRA
4139637	BW	BWA
4139637	CI	CIV
4139637	CM	CMR
4139637	CG	COG
4139637	CO	COL
4139637	CR	CRI
4139637	CU	CUB
4139637	GH	GHA
4139637	GN	GIN
4139637	GT	GTM
4139637	GF	GUF
4139637	GY	GUY
4139637	HN	HND
4139637	IN	IND
4139637	JM	JAM
4139637	LR	LBR
4139637	MX	MEX
4139637	MZ	MOZ
4139637	MW	MWI
4139637	NG	NGA
4139637	NI	NIC
4139637	PA	PAN
4139637	PE	PER
4139637	PY	PRY
4139637	SN	SEN
4139637	SL	SLE
4139637	SR	SUR
4139637	TZ	TZA
4139637	UG	UGA
4139637	UY	URY
4139637	CD	COD
4139637	ZM	ZMB
4139637	ZW	ZWE
7413879	AR	ARG
7413879	AG	ATG
7413879	BZ	BLZ
7413879	BO	BOL
7413879	BR	BRA
7413879	CO	COL
7413879	CR	CRI
7413879	CU	CUB
7413879	DM	DMA
7413879	DO	DOM
7413879	GD	GRD
7413879	GT	GTM
7413879	GF	GUF
7413879	GY	GUY
7413879	HN	HND
7413879	HT	HTI
7413879	JM	JAM
7413879	KN	KNA
7413879	LC	LCA
7413879	MX	MEX
7413879	MQ	MTQ
7413879	NI	NIC
7413879	PA	PAN
7413879	PR	PRI
7413879	PY	PRY
7413879	SV	SLV
7413879	SR	SUR
7413879	TT	TTO
7413879	VC	VCT
7413879	VE	VEN
2651706	AO	AGO
2651706	AU	AUS
2651706	BS	BHS
2651706	BZ	BLZ
2651706	BR	BRA
2651706	BB	BRB
2651706	CO	COL
2651706	CR	CRI
2651706	CU	CUB
2651706	EC	ECU
2651706	FJ	FJI
2651706	FM	FSM
2651706	GN	GIN
2651706	GP	GLP
2651706	GD	GRD
2651706	GT	GTM
2651706	GF	GUF
2651706	GU	GUM
2651706	GY	GUY
2651706	HN	HND
2651706	IN	IND
2651706	JM	JAM
2651706	JP	JPN
2651706	KE	KEN
